iter,T,current_cost,best_cost,feasible_best
61,164.14699271722836,1423540.36,1423540.36,1
62,162.50552279005606,1423540.36,1423540.36,1
63,160.8804675621555,1423540.36,1423540.36,1
64,159.27166288653393,1422558.94,1422558.94,1
65,157.6789462576686,1420364.2999999998,1420364.2999999998,1
66,156.1021567950919,1420364.2999999998,1420364.2999999998,1
67,154.54113522714098,1420364.2999999998,1420364.2999999998,1
68,152.99572387486958,1420364.2999999998,1420364.2999999998,1
69,151.4657666361209,1420364.2999999998,1420364.2999999998,1
70,149.95110896975967,1420364.2999999998,1420364.2999999998,1
71,148.45159788006208,1420364.2999999998,1420364.2999999998,1
72,146.96708190126145,1414752.6,1414752.6,1
73,145.49741108224885,1414752.6,1414752.6,1
74,144.04243697142635,1412369.5599999998,1412369.5599999998,1
75,142.6020126017121,1406813.52,1406813.52,1
76,141.17599247569495,1401348.44,1401348.44,1
77,139.764232550938,1393624.4999999995,1393624.4999999995,1
78,138.3665902254286,1393624.4999999995,1393624.4999999995,1
79,136.98292432317433,1389272.84,1389272.84,1
80,135.61309507994258,1389272.84,1389272.84,1
81,134.25696412914314,1389272.84,1389272.84,1
82,132.91439448785172,1389272.84,1389272.84,1
83,131.5852505429732,1387723.92,1387723.92,1
84,130.26939803754345,1387262.4,1387262.4,1
85,128.96670405716802,1387262.4,1387262.4,1
86,127.67703701659633,1387262.4,1387262.4,1
87,126.40026664643037,1387262.4,1387262.4,1
88,125.13626397996606,1385174.2799999998,1385174.2799999998,1
89,123.8849013401664,1385174.2799999998,1385174.2799999998,1
90,122.64605232676473,1373450.6999999997,1373450.6999999997,1
91,121.41959180349708,1373450.6999999997,1373450.6999999997,1
92,120.20539588546211,1373450.6999999997,1373450.6999999997,1
93,119.00334192660749,1373450.6999999997,1373450.6999999997,1
94,117.81330850734142,1373450.6999999997,1373450.6999999997,1
95,116.635175422268,1373450.6999999997,1373450.6999999997,1
96,115.46882366804533,1363640.88,1363640.88,1
97,114.31413543136487,1363640.88,1363640.88,1
98,113.17099407705122,1363189.8599999999,1363189.8599999999,1
99,112.0392841362807,1362422.0,1362422.0,1
100,110.91889129491788,1362422.0,1362422.0,1
101,109.8097023819687,1362422.0,1362422.0,1
102,108.71160535814901,1359625.2799999998,1359625.2799999998,1
103,107.62448930456752,1359625.2799999998,1359625.2799999998,1
104,106.54824441152184,1359625.2799999998,1359625.2799999998,1
105,105.48276196740662,1359625.2799999998,1359625.2799999998,1
106,104.42793434773255,1359625.2799999998,1359625.2799999998,1
107,103.38365500425522,1359625.2799999998,1359625.2799999998,1
108,102.34981845421267,1359625.2799999998,1359625.2799999998,1
109,101.32632026967053,1359625.2799999998,1359625.2799999998,1
110,100.31305706697383,1359625.2799999998,1359625.2799999998,1
111,99.30992649630409,1359625.2799999998,1359625.2799999998,1
112,98.31682723134105,1359625.2799999998,1359625.2799999998,1
113,97.33365895902764,1359625.2799999998,1359625.2799999998,1
114,96.36032236943737,1358252.42,1358252.42,1
115,95.39671914574299,1358252.42,1358252.42,1
116,94.44275195428555,1358252.42,1358252.42,1
117,93.4983244347427,1355278.9599999997,1355278.9599999997,1
118,92.56334119039528,1355196.5999999996,1355196.5999999996,1
119,91.63770777849132,1355196.5999999996,1355196.5999999996,1
120,90.7213307007064,1355196.5999999996,1355196.5999999996,1
121,89.81411739369933,1355196.5999999996,1355196.5999999996,1
122,88.91597621976234,1355196.5999999996,1355196.5999999996,1
123,88.02681645756472,1355196.5999999996,1355196.5999999996,1
124,87.14654829298907,1355196.5999999996,1355196.5999999996,1
125,86.27508281005917,1355196.5999999996,1355196.5999999996,1
126,85.41233198195859,1355196.5999999996,1355196.5999999996,1
127,84.558208662139,1355196.5999999996,1355196.5999999996,1
128,83.7126265755176,1355196.5999999996,1355196.5999999996,1
129,82.87550030976243,1346730.5799999996,1346730.5799999996,1
130,82.0467453066648,1346730.5799999996,1346730.5799999996,1
131,81.22627785359815,1346730.5799999996,1346730.5799999996,1
132,80.41401507506217,1346730.5799999996,1346730.5799999996,1
133,79.60987492431154,1346730.5799999996,1346730.5799999996,1
134,78.81377617506843,1346730.5799999996,1346730.5799999996,1
135,78.02563841331774,1346730.5799999996,1346730.5799999996,1
136,77.24538202918455,1346730.5799999996,1346730.5799999996,1
137,76.47292820889271,1335243.2199999997,1335243.2199999997,1
138,75.70819892680379,1335243.2199999997,1335243.2199999997,1
139,74.95111693753574,1334383.88,1334383.88,1
140,74.20160576816039,1334383.88,1334383.88,1
141,73.45958971047878,1333374.5799999996,1333374.5799999996,1
142,72.724993813374,1333374.5799999996,1333374.5799999996,1
143,71.99774387524026,1333374.5799999996,1333374.5799999996,1
144,71.27776643648785,1333374.5799999996,1333374.5799999996,1
145,70.56498877212297,1333374.5799999996,1333374.5799999996,1
146,69.85933888440174,1333374.5799999996,1333374.5799999996,1
147,69.16074549555772,1333374.5799999996,1333374.5799999996,1
148,68.46913804060215,1333374.5799999996,1333374.5799999996,1
149,67.78444666019612,1333374.5799999996,1333374.5799999996,1
150,67.10660219359416,1333374.5799999996,1333374.5799999996,1
151,66.43553617165821,1333374.5799999996,1333374.5799999996,1
152,65.77118080994163,1333374.5799999996,1333374.5799999996,1
153,65.1134690018422,1333374.5799999996,1333374.5799999996,1
154,64.46233431182378,1333374.5799999996,1333374.5799999996,1
155,63.81771096870554,1332418.8399999999,1332418.8399999999,1
156,63.179533859018484,1332418.8399999999,1332418.8399999999,1
157,62.5477385204283,1332418.8399999999,1332418.8399999999,1
158,61.92226113522401,1332418.8399999999,1332418.8399999999,1
159,61.30303852387177,1332418.8399999999,1332418.8399999999,1
160,60.690008138633054,1326974.6199999999,1326974.6199999999,1
161,60.083108057246726,1326974.6199999999,1326974.6199999999,1
162,59.48227697667426,1326974.6199999999,1326974.6199999999,1
163,58.88745420690751,1326974.6199999999,1326974.6199999999,1
164,58.298579664838435,1326974.6199999999,1326974.6199999999,1
165,57.71559386819005,1326974.6199999999,1326974.6199999999,1
166,57.13843792950815,1326974.6199999999,1326974.6199999999,1
167,56.56705355021307,1326974.6199999999,1326974.6199999999,1
168,56.00138301471094,1326974.6199999999,1326974.6199999999,1
169,55.441369184563825,1326974.6199999999,1326974.6199999999,1
170,54.88695549271819,1326974.6199999999,1326974.6199999999,1
171,54.33808593779101,1326974.6199999999,1326974.6199999999,1
172,53.794705078413095,1326974.6199999999,1326974.6199999999,1
173,53.25675802762896,1326974.6199999999,1326974.6199999999,1
174,52.72419044735267,1326974.6199999999,1326974.6199999999,1
175,52.19694854287914,1326974.6199999999,1326974.6199999999,1
176,51.67497905745035,1326974.6199999999,1326974.6199999999,1
177,51.15822926687585,1326974.6199999999,1326974.6199999999,1
178,50.646646974207094,1326974.6199999999,1326974.6199999999,1
179,50.14018050446502,1326974.6199999999,1326974.6199999999,1
180,49.63877869942037,1326974.6199999999,1326974.6199999999,1
181,49.142390912426166,1326974.6199999999,1326974.6199999999,1
182,48.6509670033019,1326974.6199999999,1326974.6199999999,1
183,48.16445733326888,1326974.6199999999,1326974.6199999999,1
184,47.68281275993619,1326974.6199999999,1326974.6199999999,1
185,47.20598463233683,1326974.6199999999,1326974.6199999999,1
186,46.73392478601346,1326974.6199999999,1326974.6199999999,1
187,46.26658553815333,1326974.6199999999,1326974.6199999999,1
188,45.8039196827718,1326974.6199999999,1326974.6199999999,1
189,45.34588048594408,1326974.6199999999,1326974.6199999999,1
190,44.892421681084635,1323657.04,1323657.04,1
191,44.44349746427379,1323657.04,1323657.04,1
192,43.99906248963105,1323657.04,1323657.04,1
193,43.55907186473474,1323657.04,1323657.04,1
194,43.12348114608739,1323657.04,1323657.04,1
195,42.69224633462652,1323657.04,1323657.04,1
196,42.26532387128025,1323657.04,1323657.04,1
197,41.84267063256745,1323657.04,1323657.04,1
198,41.42424392624177,1323657.04,1323657.04,1
199,41.010001486979355,1323657.04,1323657.04,1
200,40.599901472109565,1323657.04,1323657.04,1
201,40.19390245738847,1323657.04,1323657.04,1
202,39.79196343281458,1323657.04,1323657.04,1
203,39.394043798486436,1323657.04,1323657.04,1
204,39.00010336050157,1323657.04,1323657.04,1
205,38.61010232689655,1323657.04,1323657.04,1
206,38.22400130362759,1323657.04,1323657.04,1
207,37.841761290591315,1323657.04,1323657.04,1
208,37.4633436776854,1323657.04,1323657.04,1
209,37.08871024090855,1323657.04,1323657.04,1
210,36.71782313849946,1323657.04,1323657.04,1
211,36.350644907114464,1323657.04,1323657.04,1
212,35.98713845804332,1323657.04,1323657.04,1
213,35.62726707346288,1323657.04,1323657.04,1
214,35.270994402728256,1323657.04,1323657.04,1
215,34.918284458700974,1323657.04,1323657.04,1
216,34.56910161411396,1323657.04,1323657.04,1
217,34.22341059797282,1323657.04,1323657.04,1
218,33.881176491993095,1323657.04,1323657.04,1
219,33.54236472707316,1323657.04,1323657.04,1
220,33.206941079802434,1323657.04,1323657.04,1
221,32.874871669004406,1323657.04,1323657.04,1
222,32.54612295231436,1323657.04,1323657.04,1
223,32.22066172279122,1323657.04,1323657.04,1
224,31.898455105563308,1323657.04,1323657.04,1
225,31.579470554507676,1323657.04,1323657.04,1
226,31.2636758489626,1323657.04,1323657.04,1
227,30.95103909047297,1323657.04,1323657.04,1
228,30.64152869956824,1323657.04,1323657.04,1
229,30.335113412572557,1323657.04,1323657.04,1
230,30.03176227844683,1323657.04,1323657.04,1
231,29.73144465566236,1323657.04,1323657.04,1
232,29.43413020910574,1323657.04,1323657.04,1
233,29.13978890701468,1323657.04,1323657.04,1
234,28.848391017944532,1323657.04,1323657.04,1
235,28.55990710776509,1319195.7999999998,1319195.7999999998,1
236,28.274308036687437,1319195.7999999998,1319195.7999999998,1
237,27.991564956320563,1319195.7999999998,1319195.7999999998,1
238,27.711649306757355,1319195.7999999998,1319195.7999999998,1
239,27.43453281368978,1319195.7999999998,1319195.7999999998,1
240,27.160187485552882,1319195.7999999998,1319195.7999999998,1
241,26.88858561069735,1319195.7999999998,1319195.7999999998,1
242,26.61969975459038,1319195.7999999998,1319195.7999999998,1
243,26.353502757044474,1319195.7999999998,1319195.7999999998,1
244,26.08996772947403,1319195.7999999998,1319195.7999999998,1
245,25.829068052179288,1319195.7999999998,1319195.7999999998,1
246,25.570777371657496,1319195.7999999998,1319195.7999999998,1
247,25.31506959794092,1319195.7999999998,1319195.7999999998,1
248,25.06191890196151,1319195.7999999998,1319195.7999999998,1
249,24.811299712941892,1319195.7999999998,1319195.7999999998,1
250,24.563186715812474,1319195.7999999998,1319195.7999999998,1
251,24.31755484865435,1319195.7999999998,1319195.7999999998,1
252,24.074379300167806,1319195.7999999998,1319195.7999999998,1
253,23.83363550716613,1319195.7999999998,1319195.7999999998,1
254,23.595299152094466,1319195.7999999998,1319195.7999999998,1
255,23.35934616057352,1319195.7999999998,1319195.7999999998,1
256,23.125752698967784,1319195.7999999998,1319195.7999999998,1
257,22.894495171978104,1319195.7999999998,1319195.7999999998,1
258,22.66555022025832,1319195.7999999998,1319195.7999999998,1
259,22.43889471805574,1319195.7999999998,1319195.7999999998,1
260,22.21450577087518,1319195.7999999998,1319195.7999999998,1
261,21.99236071316643,1319195.7999999998,1319195.7999999998,1
262,21.772437106034765,1319195.7999999998,1319195.7999999998,1
263,21.554712734974416,1319195.7999999998,1319195.7999999998,1
264,21.339165607624672,1319195.7999999998,1319195.7999999998,1
265,21.125773951548425,1319195.7999999998,1319195.7999999998,1
266,20.91451621203294,1319195.7999999998,1319195.7999999998,1
267,20.70537104991261,1319195.7999999998,1319195.7999999998,1
268,20.498317339413486,1319195.7999999998,1319195.7999999998,1
269,20.29333416601935,1319195.7999999998,1319195.7999999998,1
270,20.090400824359154,1319195.7999999998,1319195.7999999998,1
271,19.889496816115564,1319195.7999999998,1319195.7999999998,1
272,19.690601847954408,1319195.7999999998,1319195.7999999998,1
273,19.493695829474863,1319195.7999999998,1319195.7999999998,1
274,19.298758871180112,1319195.7999999998,1319195.7999999998,1
275,19.10577128246831,1319195.7999999998,1319195.7999999998,1
276,18.914713569643627,1319195.7999999998,1319195.7999999998,1
277,18.72556643394719,1319195.7999999998,1319195.7999999998,1
278,18.53831076960772,1319195.7999999998,1319195.7999999998,1
279,18.352927661911643,1319195.7999999998,1319195.7999999998,1
280,18.169398385292528,1319195.7999999998,1319195.7999999998,1
281,17.987704401439604,1319195.7999999998,1319195.7999999998,1
282,17.807827357425207,1319195.7999999998,1319195.7999999998,1
283,17.629749083850957,1319195.7999999998,1319195.7999999998,1
284,17.453451593012446,1319195.7999999998,1319195.7999999998,1
285,17.278917077082323,1319195.7999999998,1319195.7999999998,1
286,17.1061279063115,1319195.7999999998,1319195.7999999998,1
287,16.935066627248386,1319195.7999999998,1319195.7999999998,1
288,16.7657159609759,1319195.7999999998,1319195.7999999998,1
289,16.59805880136614,1319195.7999999998,1319195.7999999998,1
290,16.43207821335248,1319195.7999999998,1319195.7999999998,1
291,16.267757431218953,1319195.7999999998,1319195.7999999998,1
292,16.105079856906762,1319195.7999999998,1319195.7999999998,1
293,15.944029058337694,1319195.7999999998,1319195.7999999998,1
294,15.784588767754316,1319195.7999999998,1319195.7999999998,1
295,15.626742880076772,1319195.7999999998,1319195.7999999998,1
296,15.470475451276005,1319195.7999999998,1319195.7999999998,1
297,15.315770696763245,1319195.7999999998,1319195.7999999998,1
298,15.162612989795612,1319195.7999999998,1319195.7999999998,1
299,15.010986859897656,1319195.7999999998,1319195.7999999998,1
300,14.86087699129868,1319195.7999999998,1319195.7999999998,1
301,14.712268221385694,1319195.7999999998,1319195.7999999998,1
302,14.565145539171837,1319195.7999999998,1319195.7999999998,1
303,14.419494083780119,1319195.7999999998,1319195.7999999998,1
304,14.275299142942318,1319195.7999999998,1319195.7999999998,1
305,14.132546151512894,1319195.7999999998,1319195.7999999998,1
306,13.991220689997766,1319195.7999999998,1319195.7999999998,1
307,13.851308483097789,1319195.7999999998,1319195.7999999998,1
308,13.712795398266811,1319195.7999999998,1319195.7999999998,1
309,13.575667444284143,1319195.7999999998,1319195.7999999998,1
310,13.439910769841301,1319195.7999999998,1319195.7999999998,1
311,13.305511662142887,1319195.7999999998,1319195.7999999998,1
312,13.172456545521458,1319195.7999999998,1319195.7999999998,1
313,13.040731980066242,1319195.7999999998,1319195.7999999998,1
314,12.91032466026558,1319195.7999999998,1319195.7999999998,1
315,12.781221413662925,1319195.7999999998,1319195.7999999998,1
316,12.653409199526296,1319195.7999999998,1319195.7999999998,1
317,12.526875107531033,1319195.7999999998,1319195.7999999998,1
318,12.401606356455723,1319195.7999999998,1319195.7999999998,1
319,12.277590292891166,1319195.7999999998,1319195.7999999998,1
320,12.154814389962254,1319195.7999999998,1319195.7999999998,1
321,12.033266246062631,1319195.7999999998,1319195.7999999998,1
322,11.912933583602005,1319195.7999999998,1319195.7999999998,1
323,11.793804247765985,1319195.7999999998,1319195.7999999998,1
324,11.675866205288326,1319195.7999999998,1319195.7999999998,1
325,11.559107543235443,1319195.7999999998,1319195.7999999998,1
326,11.44351646780309,1319195.7999999998,1319195.7999999998,1
327,11.329081303125058,1319195.7999999998,1319195.7999999998,1
328,11.215790490093807,1319195.7999999998,1319195.7999999998,1
329,11.10363258519287,1319195.7999999998,1319195.7999999998,1
330,10.99259625934094,1319195.7999999998,1319195.7999999998,1
331,10.88267029674753,1319195.7999999998,1319195.7999999998,1
332,10.773843593780056,1319195.7999999998,1319195.7999999998,1
333,10.666105157842255,1319195.7999999998,1319195.7999999998,1
334,10.559444106263832,1317965.6199999999,1317965.6199999999,1
335,10.453849665201194,1317965.6199999999,1317965.6199999999,1
336,10.349311168549182,1317965.6199999999,1317965.6199999999,1
337,10.24581805686369,1317965.6199999999,1317965.6199999999,1
338,10.143359876295053,1314455.74,1314455.74,1
339,10.041926277532102,1314455.74,1314455.74,1
340,9.94150701475678,1314455.74,1314455.74,1
341,9.842091944609212,1314455.74,1314455.74,1
342,9.74367102516312,1314455.74,1314455.74,1
343,9.646234314911489,1314455.74,1314455.74,1
344,9.549771971762373,1314455.74,1314455.74,1
345,9.45427425204475,1314455.74,1314455.74,1
346,9.359731509524302,1314455.74,1314455.74,1
347,9.266134194429059,1314455.74,1314455.74,1
348,9.173472852484768,1314455.74,1314455.74,1
349,9.08173812395992,1314455.74,1314455.74,1
350,8.99092074272032,1314455.74,1314455.74,1
351,8.901011535293117,1314455.74,1314455.74,1
352,8.812001419940186,1314455.74,1314455.74,1
353,8.723881405740784,1314455.74,1314455.74,1
354,8.636642591683376,1314455.74,1314455.74,1
355,8.550276165766542,1314455.74,1314455.74,1
356,8.464773404108877,1314455.74,1314455.74,1
357,8.380125670067788,1314455.74,1314455.74,1
358,8.29632441336711,1314455.74,1314455.74,1
359,8.213361169233439,1310141.7599999998,1310141.7599999998,1
360,8.131227557541104,1310141.7599999998,1310141.7599999998,1
361,8.049915281965692,1310141.7599999998,1310141.7599999998,1
362,7.969416129146035,1310141.7599999998,1310141.7599999998,1
363,7.889721967854575,1310141.7599999998,1310141.7599999998,1
364,7.810824748176029,1310141.7599999998,1310141.7599999998,1
365,7.732716500694268,1310141.7599999998,1310141.7599999998,1
366,7.6553893356873255,1310141.7599999998,1310141.7599999998,1
367,7.578835442330452,1310141.7599999998,1310141.7599999998,1
368,7.503047087907148,1310141.7599999998,1310141.7599999998,1
369,7.428016617028076,1310141.7599999998,1310141.7599999998,1
370,7.353736450857795,1279397.68,1279397.68,1
371,7.280199086349217,1279397.68,1279397.68,1
372,7.207397095485725,1279397.68,1279397.68,1
373,7.135323124530868,1279397.68,1279397.68,1
374,7.0639698932855595,1279397.68,1279397.68,1
375,6.993330194352704,1279397.68,1279397.68,1
376,6.923396892409177,1279397.68,1279397.68,1
377,6.854162923485085,1279397.68,1279397.68,1
378,6.785621294250235,1279397.68,1279397.68,1
379,6.717765081307732,1279397.68,1279397.68,1
380,6.650587430494655,1279397.68,1279397.68,1
381,6.584081556189708,1279397.68,1279397.68,1
382,6.518240740627811,1279397.68,1279397.68,1
383,6.4530583332215325,1279397.68,1279397.68,1
384,6.388527749889318,1279397.68,1279397.68,1
385,6.324642472390424,1279397.68,1279397.68,1
386,6.26139604766652,1279397.68,1279397.68,1
387,6.198782087189855,1279397.68,1279397.68,1
388,6.136794266317956,1279397.68,1279397.68,1
389,6.075426323654777,1279397.68,1279397.68,1
390,6.0146720604182295,1279397.68,1279397.68,1
391,5.954525339814047,1277243.4600000002,1277243.4600000002,1
392,5.894980086415907,1277243.4600000002,1277243.4600000002,1
393,5.836030285551748,1277243.4600000002,1277243.4600000002,1
394,5.77766998269623,1277243.4600000002,1277243.4600000002,1
395,5.7198932828692675,1277243.4600000002,1277243.4600000002,1
396,5.662694350040574,1277243.4600000002,1277243.4600000002,1
397,5.606067406540169,1277243.4600000002,1277243.4600000002,1
398,5.550006732474767,1277243.4600000002,1277243.4600000002,1
399,5.494506665150019,1277243.4600000002,1277243.4600000002,1
400,5.439561598498519,1277243.4600000002,1277243.4600000002,1
401,5.385165982513533,1277243.4600000002,1277243.4600000002,1
402,5.331314322688398,1277243.4600000002,1277243.4600000002,1
403,5.278001179461514,1277243.4600000002,1277243.4600000002,1
404,5.2252211676668985,1277243.4600000002,1277243.4600000002,1
405,5.172968955990229,1277243.4600000002,1277243.4600000002,1
406,5.121239266430327,1277243.4600000002,1277243.4600000002,1
407,5.0700268737660235,1277243.4600000002,1277243.4600000002,1
408,5.019326605028363,1277243.4600000002,1277243.4600000002,1
409,4.96913333897808,1277243.4600000002,1277243.4600000002,1
410,4.919442005588299,1277243.4600000002,1277243.4600000002,1
411,4.870247585532415,1277243.4600000002,1277243.4600000002,1
412,4.821545109677091,1277243.4600000002,1277243.4600000002,1
413,4.7733296585803195,1277243.4600000002,1277243.4600000002,1
414,4.7255963619945165,1277243.4600000002,1277243.4600000002,1
415,4.678340398374571,1277243.4600000002,1277243.4600000002,1
416,4.6315569943908255,1277243.4600000002,1277243.4600000002,1
417,4.5852414244469175,1277243.4600000002,1277243.4600000002,1
418,4.539389010202449,1277243.4600000002,1277243.4600000002,1
419,4.493995120100424,1277243.4600000002,1277243.4600000002,1
420,4.449055168899419,1277243.4600000002,1277243.4600000002,1
421,4.404564617210425,1277243.4600000002,1277243.4600000002,1
422,4.360518971038321,1274464.0,1274464.0,1
423,4.316913781327938,1274464.0,1274464.0,1
424,4.273744643514658,1274464.0,1274464.0,1
425,4.231007197079512,1274464.0,1274464.0,1
426,4.188697125108717,1274464.0,1274464.0,1
427,4.146810153857629,1274464.0,1274464.0,1
428,4.1053420523190525,1274464.0,1274464.0,1
429,4.064288631795862,1274464.0,1274464.0,1
430,4.0236457454779035,1274464.0,1274464.0,1
431,3.9834092880231244,1274464.0,1274464.0,1
432,3.943575195142893,1274464.0,1274464.0,1
433,3.904139443191464,1274464.0,1274464.0,1
434,3.8650980487595494,1274464.0,1274464.0,1
435,3.826447068271954,1273011.78,1273011.78,1
436,3.788182597589234,1273011.78,1273011.78,1
437,3.750300771613342,1273011.78,1273011.78,1
438,3.7127977638972083,1273011.78,1273011.78,1
439,3.6756697862582364,1273011.78,1273011.78,1
440,3.638913088395654,1273011.78,1273011.78,1
441,3.602523957511697,1273011.78,1273011.78,1
442,3.56649871793658,1273011.78,1273011.78,1
443,3.530833730757214,1273011.78,1273011.78,1
444,3.495525393449642,1273011.78,1273011.78,1
445,3.4605701395151454,1273011.78,1273011.78,1
446,3.425964438119994,1273011.78,1273011.78,1
447,3.391704793738794,1273011.78,1273011.78,1
448,3.357787745801406,1273011.78,1273011.78,1
449,3.324209868343392,1273011.78,1273011.78,1
450,3.290967769659958,1273011.78,1273011.78,1
451,3.2580580919633584,1273011.78,1273011.78,1
452,3.225477511043725,1273011.78,1273011.78,1
453,3.1932227359332876,1273011.78,1273011.78,1
454,3.1612905085739547,1273011.78,1273011.78,1
455,3.129677603488215,1273011.78,1273011.78,1
456,3.0983808274533327,1273011.78,1273011.78,1
457,3.067397019178799,1273011.78,1273011.78,1
458,3.036723048987011,1273011.78,1273011.78,1
459,3.006355818497141,1273011.78,1273011.78,1
460,2.9762922603121695,1273011.78,1273011.78,1
461,2.946529337709048,1273011.78,1273011.78,1
462,2.917064044331957,1273011.78,1273011.78,1
463,2.8878934038886377,1273011.78,1273011.78,1
464,2.8590144698497513,1273011.78,1273011.78,1
465,2.8304243251512538,1273011.78,1273011.78,1
466,2.802120081899741,1273011.78,1273011.78,1
467,2.774098881080744,1273011.78,1273011.78,1
468,2.7463578922699363,1273011.78,1273011.78,1
469,2.7188943133472367,1273011.78,1273011.78,1
470,2.6917053702137643,1273011.78,1273011.78,1
471,2.664788316511627,1273011.78,1273011.78,1
472,2.6381404333465106,1273011.78,1273011.78,1
473,2.6117590290130455,1273011.78,1273011.78,1
474,2.585641438722915,1273011.78,1273011.78,1
475,2.559785024335686,1273011.78,1273011.78,1
476,2.534187174092329,1273011.78,1273011.78,1
477,2.5088453023514057,1273011.78,1273011.78,1
478,2.4837568493278916,1273011.78,1273011.78,1
479,2.4589192808346128,1273011.78,1273011.78,1
480,2.434330088026267,1273011.78,1273011.78,1
481,2.4099867871460043,1273011.78,1273011.78,1
482,2.385886919274544,1273011.78,1273011.78,1
483,2.3620280500817987,1273011.78,1273011.78,1
484,2.338407769580981,1273011.78,1273011.78,1
485,2.315023691885171,1273011.78,1273011.78,1
486,2.291873454966319,1273011.78,1273011.78,1
487,2.268954720416656,1273011.78,1273011.78,1
488,2.2462651732124894,1273011.78,1273011.78,1
489,2.2238025214803647,1273011.78,1273011.78,1
490,2.201564496265561,1273011.78,1273011.78,1
491,2.179548851302905,1273011.78,1273011.78,1
492,2.157753362789876,1273011.78,1273011.78,1
493,2.136175829161977,1273011.78,1273011.78,1
494,2.114814070870357,1273011.78,1273011.78,1
495,2.0936659301616536,1273011.78,1273011.78,1
496,2.072729270860037,1273011.78,1273011.78,1
497,2.0520019781514365,1273011.78,1273011.78,1
498,2.031481958369922,1273011.78,1273011.78,1
499,2.011167138786223,1273011.78,1273011.78,1
500,1.9910554673983607,1273011.78,1273011.78,1
501,1.971144912724377,1273011.78,1273011.78,1
502,1.951433463597133,1273011.78,1273011.78,1
503,1.9319191289611617,1273011.78,1273011.78,1
504,1.9125999376715501,1273011.78,1273011.78,1
505,1.8934739382948347,1273011.78,1273011.78,1
506,1.8745391989118863,1273011.78,1273011.78,1
507,1.8557938069227673,1273011.78,1273011.78,1
508,1.8372358688535395,1273011.78,1273011.78,1
